MsgID.GLOBAL_POSITION,0.0000000,-122.3957498,37.7932895,0.0270000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,576.7920000,0.0647264,0.1862065,-0.0275013
MsgID.LOCAL_VELOCITY,576.7920000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957492,37.7932909,0.0300000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,577.0420000,0.2019088,0.2490396,-0.0331022
MsgID.LOCAL_VELOCITY,577.0420000,0.0000000,0.0000000,-0.0000000
MsgID.STATE,0.0000000,False,False,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957519,37.7932891,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957505,37.7932899,0.0430000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,577.2920000,0.0624369,0.0659832,-0.0484357
MsgID.LOCAL_VELOCITY,577.2920000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957520,37.7932906,0.0620000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,577.5420000,0.2272679,0.0063476,-0.0689703
MsgID.LOCAL_VELOCITY,577.5420000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957507,37.7932920,0.0900000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,577.7930000,0.2768996,0.1103348,-0.0990935
MsgID.LOCAL_VELOCITY,577.7930000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957510,37.7932901,0.1200000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,578.0430000,0.0492368,0.0678045,-0.1297579
MsgID.LOCAL_VELOCITY,578.0430000,0.0000000,0.0000000,-0.0000000
MsgID.STATE,0.0000000,False,False,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957519,37.7932891,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957513,37.7932892,0.1570000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,578.2930000,0.0318003,0.0326419,-0.1660691
MsgID.LOCAL_VELOCITY,578.2930000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957526,37.7932901,0.1870000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,578.5430000,0.1141188,-0.0702588,-0.1953271
MsgID.LOCAL_VELOCITY,578.5430000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957511,37.7932899,0.2150000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,578.7930000,0.0835081,0.1375811,-0.2209850
MsgID.LOCAL_VELOCITY,578.7930000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957498,37.7932910,0.2310000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,579.0430000,0.2662994,0.1619611,-0.2346402
MsgID.LOCAL_VELOCITY,579.0430000,-0.0000050,-0.0000004,0.0000017
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957519,37.7932891,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957511,37.7932919,0.2440000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,-0.2400000
MsgID.LOCAL_POSITION,579.2960000,0.2670431,0.0630237,-0.2823053
MsgID.LOCAL_VELOCITY,579.2960000,0.0005832,0.0000487,-0.8544648
MsgID.GLOBAL_POSITION,0.0000000,-122.3957511,37.7932908,0.5480000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,-2.3000000
MsgID.LOCAL_POSITION,579.5460000,0.1949821,0.0907460,-0.7227467
MsgID.LOCAL_VELOCITY,579.5460000,0.0088102,0.0048592,-2.8889141
MsgID.GLOBAL_POSITION,0.0000000,-122.3957507,37.7932920,1.4400000
MsgID.LOCAL_VELOCITY,0.0000000,0.0200000,0.0000000,-4.1100000
MsgID.LOCAL_POSITION,579.7960000,0.3186733,0.1021081,-1.7233509
MsgID.LOCAL_VELOCITY,579.7960000,0.0210626,0.0015113,-4.3338532
MsgID.GLOBAL_POSITION,0.0000000,-122.3957507,37.7932909,2.4600000
MsgID.LOCAL_VELOCITY,0.0000000,0.0100000,0.0000000,-4.5300000
MsgID.LOCAL_POSITION,580.0470000,0.1278429,0.1416583,-2.7655625
MsgID.LOCAL_VELOCITY,580.0470000,0.0085099,-0.0011641,-4.4025040
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957519,37.7932891,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957492,37.7932900,3.4290000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,-2.2700000
MsgID.LOCAL_POSITION,580.2970000,0.1454022,0.2327415,-3.5575950
MsgID.LOCAL_VELOCITY,580.2970000,0.0079510,-0.0010924,-1.5924928
MsgID.GLOBAL_POSITION,0.0000000,-122.3957506,37.7932911,3.6800000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0900000
MsgID.LOCAL_POSITION,580.5470000,0.1887798,0.0732165,-3.6529336
MsgID.LOCAL_VELOCITY,580.5470000,0.0075793,0.0021191,0.6852010
MsgID.GLOBAL_POSITION,0.0000000,-122.3957513,37.7932897,3.3960000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.3700000,1.6600000
MsgID.LOCAL_POSITION,580.7990000,0.0530591,0.1054505,-3.2702942
MsgID.LOCAL_VELOCITY,580.7990000,-0.0127297,0.6382157,1.8282402
MsgID.GLOBAL_POSITION,0.0000000,-122.3957485,37.7932902,2.9600000
MsgID.LOCAL_VELOCITY,0.0000000,-0.0300000,1.6500000,1.4400000
MsgID.LOCAL_POSITION,581.0490000,0.1586864,0.4361525,-2.8733444
MsgID.LOCAL_VELOCITY,581.0490000,-0.0433748,2.2682288,0.9280486
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957519,37.7932891,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957402,37.7932908,2.8050000
MsgID.LOCAL_VELOCITY,0.0000000,-0.0900000,3.8900000,-0.4000000
MsgID.LOCAL_POSITION,581.2990000,0.1581561,1.3132402,-2.8397169
MsgID.LOCAL_VELOCITY,581.2990000,-0.1212930,4.3973479,-0.7970549
MsgID.GLOBAL_POSITION,0.0000000,-122.3957289,37.7932895,2.9670000
MsgID.LOCAL_VELOCITY,0.0000000,-0.1700000,5.0900000,-0.8200000
MsgID.LOCAL_POSITION,581.5490000,-0.0017143,2.3513534,-3.0032594
MsgID.LOCAL_VELOCITY,581.5490000,-0.1744091,5.1602378,-0.5446419
MsgID.GLOBAL_POSITION,0.0000000,-122.3957147,37.7932893,3.0110000
MsgID.LOCAL_VELOCITY,0.0000000,-0.1400000,5.0200000,0.0800000
MsgID.LOCAL_POSITION,581.7990000,0.0551416,3.6644962,-2.9928319
MsgID.LOCAL_VELOCITY,581.7990000,-0.1116894,4.8265023,0.0898587
MsgID.GLOBAL_POSITION,0.0000000,-122.3957010,37.7932905,2.9540000
MsgID.LOCAL_VELOCITY,0.0000000,-0.0600000,3.9900000,-0.0200000
MsgID.LOCAL_POSITION,582.0490000,0.1822411,4.8234949,-2.9449496
MsgID.LOCAL_VELOCITY,582.0490000,-0.0760603,3.5553677,-0.0865087
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957519,37.7932891,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3956910,37.7932909,2.9500000
MsgID.LOCAL_VELOCITY,0.0000000,-0.1000000,2.2600000,-0.2900000
MsgID.LOCAL_POSITION,582.2990000,0.1624376,5.5586491,-2.9608619
MsgID.LOCAL_VELOCITY,582.2990000,-0.0764864,1.8423976,-0.3253248
MsgID.GLOBAL_POSITION,0.0000000,-122.3956872,37.7932894,2.9800000
MsgID.LOCAL_VELOCITY,0.0000000,0.3500000,1.3700000,-0.1900000
MsgID.LOCAL_POSITION,582.5490000,0.0062537,5.7942839,-2.9831173
MsgID.LOCAL_VELOCITY,582.5490000,0.6784451,1.2520471,-0.1634126
MsgID.GLOBAL_POSITION,0.0000000,-122.3956846,37.7932911,2.9770000
MsgID.LOCAL_VELOCITY,0.0000000,1.7200000,0.8900000,-0.0700000
MsgID.LOCAL_POSITION,582.8000000,0.3740481,6.0834799,-2.9780841
MsgID.LOCAL_VELOCITY,582.8000000,2.0734611,0.7519014,-0.1217346
MsgID.GLOBAL_POSITION,0.0000000,-122.3956813,37.7932970,2.9810000
MsgID.LOCAL_VELOCITY,0.0000000,2.7400000,0.4100000,-0.0300000
MsgID.LOCAL_POSITION,583.0500000,1.1139767,6.3079181,-2.9790490
MsgID.LOCAL_VELOCITY,583.0500000,3.0083983,0.2558216,-0.0220930
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957519,37.7932891,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3956814,37.7933061,2.9770000
MsgID.LOCAL_VELOCITY,0.0000000,3.7700000,-0.3200000,-0.1000000
MsgID.LOCAL_POSITION,583.3000000,2.1253984,6.2371168,-2.9820309
MsgID.LOCAL_VELOCITY,583.3000000,3.9961646,-0.5377223,-0.0964254
MsgID.GLOBAL_POSITION,0.0000000,-122.3956833,37.7933137,2.9880000
MsgID.LOCAL_VELOCITY,0.0000000,4.3900000,-1.0700000,-0.0200000
MsgID.LOCAL_POSITION,583.5500000,3.0011318,6.0231719,-2.9875567
MsgID.LOCAL_VELOCITY,583.5500000,4.4696927,-1.2620817,0.0019189
MsgID.GLOBAL_POSITION,0.0000000,-122.3956870,37.7933244,2.9850000
MsgID.LOCAL_VELOCITY,0.0000000,4.2300000,-1.5500000,0.0200000
MsgID.LOCAL_POSITION,583.8010000,4.1974468,5.6681004,-2.9822619
MsgID.LOCAL_VELOCITY,583.8010000,3.9862809,-1.5744054,0.0432088
MsgID.GLOBAL_POSITION,0.0000000,-122.3956917,37.7933321,2.9790000
MsgID.LOCAL_VELOCITY,0.0000000,3.0500000,-1.4700000,0.0000000
MsgID.LOCAL_POSITION,584.0510000,4.9666085,5.2081308,-2.9779952
MsgID.LOCAL_VELOCITY,584.0510000,2.6328950,-1.3773535,0.0278061
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957519,37.7932891,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3956968,37.7933384,2.9780000
MsgID.LOCAL_VELOCITY,0.0000000,1.4400000,-0.8600000,-0.0200000
MsgID.LOCAL_POSITION,584.3010000,5.5852842,4.8799953,-2.9812417
MsgID.LOCAL_VELOCITY,584.3010000,1.1440302,-0.7490663,-0.0424130
MsgID.GLOBAL_POSITION,0.0000000,-122.3956969,37.7933405,2.9850000
MsgID.LOCAL_VELOCITY,0.0000000,0.7300000,-1.1700000,-0.0200000
MsgID.LOCAL_POSITION,584.5510000,5.7093763,4.8485680,-2.9884119
MsgID.LOCAL_VELOCITY,584.5510000,0.6697754,-1.4996409,-0.0455438
MsgID.GLOBAL_POSITION,0.0000000,-122.3957014,37.7933409,2.9920000
MsgID.LOCAL_VELOCITY,0.0000000,0.4800000,-2.4000000,0.0100000
MsgID.LOCAL_POSITION,584.8010000,5.7831707,4.3158832,-2.9921520
MsgID.LOCAL_VELOCITY,584.8010000,0.3979282,-2.7070534,0.0173701
MsgID.GLOBAL_POSITION,0.0000000,-122.3957101,37.7933416,2.9920000
MsgID.LOCAL_VELOCITY,0.0000000,0.1200000,-3.4200000,0.0300000
MsgID.LOCAL_POSITION,585.0510000,5.8311982,3.4241118,-2.9932847
MsgID.LOCAL_VELOCITY,585.0510000,0.0091800,-3.6972651,0.0473245
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957519,37.7932891,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957240,37.7933406,3.0020000
MsgID.LOCAL_VELOCITY,0.0000000,-0.4100000,-4.4100000,0.0800000
MsgID.LOCAL_POSITION,585.3010000,5.6409049,2.1876683,-3.0025311
MsgID.LOCAL_VELOCITY,585.3010000,-0.5780906,-4.5510421,0.0841766
